YEAR,SAMPLE,SERIAL,CBSERIAL,HHWT,CLUSTER,STRATA,GQ,PERNUM,PERWT,NCHILD,SEX,AGE,MARST,RACE,RACED,HISPAN,HISPAND,EDUC,EDUCD,EMPSTAT,EMPSTATD,INCWAGE,VETSTAT,VETSTATD
2023,202301,1186284,2.023E+12,6642,2.02301E+12,390042,1,1,6642,0,2,48,1,1,100,0,0,8,81,1,10,85000,1,11
2023,202301,1186284,2.023E+12,6642,2.02301E+12,390042,1,2,6804,0,1,53,1,1,100,0,0,8,81,1,10,100000,1,11
2023,202301,1186608,2.023E+12,15390,2.02301E+12,170142,1,1,15228,1,1,39,1,1,100,0,0,11,115,1,10,233000,1,11
2023,202301,1186608,2.023E+12,15390,2.02301E+12,170142,1,2,14742,1,2,37,1,1,100,0,0,11,115,1,10,60000,1,11
2023,202301,1186932,2.023E+12,22842,2.02301E+12,322842,1,1,22842,0,1,29,6,1,100,0,0,10,101,1,10,136000,1,11
2023,202301,1186932,2.023E+12,22842,2.02301E+12,322842,1,2,16362,0,2,28,6,1,100,0,0,10,101,1,10,100000,1,11
2023,202301,1187094,2.023E+12,15066,2.02301E+12,341342,1,1,14904,0,1,59,4,1,100,0,0,11,114,1,10,566000,1,11
2023,202301,1187256,2.023E+12,5508,2.02301E+12,341542,1,1,5346,3,2,37,1,8,826,1,100,11,116,1,10,77000,1,11
2023,202301,1187256,2.023E+12,5508,2.02301E+12,341542,1,2,8586,3,1,36,1,8,826,1,100,6,64,1,10,43700,1,11
2023,202301,1187580,2.023E+12,2754,2.02301E+12,220042,1,2,8262,2,1,45,1,1,100,0,0,8,81,1,10,60000,1,11
2023,202301,1187580,2.023E+12,2754,2.02301E+12,220042,1,3,3402,0,2,18,6,1,100,0,0,6,63,1,10,3000,1,11
2023,202301,1187742,2.023E+12,6642,2.02301E+12,280342,1,1,6480,2,1,45,4,1,100,0,0,6,65,1,10,75000,1,11
2023,202301,1187742,2.023E+12,6642,2.02301E+12,280342,1,3,7128,0,1,20,6,1,100,0,0,5,50,1,10,5000,1,11
2023,202301,1188066,2.023E+12,41472,2.02301E+12,290242,1,2,53946,0,2,21,6,1,100,0,0,6,63,1,10,29000,1,11
2023,202301,1188228,2.023E+12,1782,2.02301E+12,210042,1,1,1782,2,2,31,6,1,100,0,0,10,101,1,10,17000,1,11
2023,202301,1188552,2.023E+12,3564,2.02301E+12,220042,1,1,3564,0,2,40,6,1,100,0,0,11,116,1,10,75000,1,11
2023,202301,1188714,2.023E+12,19602,2.02301E+12,151242,1,1,19764,0,1,31,6,1,100,0,0,7,71,1,10,32000,1,11
2023,202301,1189038,2.023E+12,4536,2.02301E+12,230142,1,1,4536,0,1,35,6,1,100,0,0,8,81,1,10,50000,2,20
2023,202301,1189200,2.023E+12,10368,2.02301E+12,311342,1,2,16038,0,2,41,6,1,100,0,0,11,114,1,10,70000,1,11
2023,202301,1189362,2.023E+12,5832,2.02301E+12,40042,1,1,5832,2,1,32,1,1,100,0,0,6,63,1,10,110000,2,20
2023,202301,1189524,2.023E+12,12798,2.02301E+12,350242,1,1,12798,2,2,48,1,1,100,0,0,6,63,1,10,0,1,11
2023,202301,1189524,2.023E+12,12798,2.02301E+12,350242,1,2,13122,2,1,51,1,1,100,0,0,5,50,1,10,12000,1,11
2023,202301,1189524,2.023E+12,12798,2.02301E+12,350242,1,3,14580,0,1,22,6,1,100,0,0,6,63,1,10,80000,1,11
2023,202301,1189524,2.023E+12,12798,2.02301E+12,350242,1,4,7452,0,1,19,6,1,100,0,0,6,63,1,10,50000,1,11
2023,202301,1189686,2.023E+12,32400,2.02301E+12,180642,1,1,32400,2,1,54,1,1,100,0,0,11,114,1,10,300000,1,11
2023,202301,1189848,2.023E+12,138510,2.02301E+12,240142,1,1,138510,0,1,43,3,8,826,4,424,10,101,1,10,75000,1,11
2023,202301,1190334,2.023E+12,17172,2.02301E+12,250042,1,1,17172,5,1,37,1,1,100,0,0,2,26,1,10,0,1,11
2023,202301,1190820,2.02301E+12,8262,2.02301E+12,40044,4,1,8262,0,2,20,6,7,700,4,412,7,71,1,10,600,1,11
2023,202301,1190982,2.02301E+12,1296,2.02301E+12,40044,4,1,1296,0,2,20,6,6,600,0,0,6,63,1,10,520,1,11
2023,202301,1191306,2.023E+12,12150,2.02301E+12,40044,1,1,12312,0,2,58,4,1,100,0,0,8,81,1,10,100000,1,11
2023,202301,1191306,2.023E+12,12150,2.02301E+12,40044,1,2,15552,0,1,61,4,1,100,0,0,11,114,1,10,250000,1,11
2023,202301,1191792,2.023E+12,5994,2.02301E+12,20044,1,1,5994,2,2,37,1,1,100,0,0,10,101,1,10,72000,1,11
2023,202301,1191792,2.023E+12,5994,2.02301E+12,20044,1,2,5832,2,1,36,1,1,100,0,0,6,64,1,10,42000,1,11
2023,202301,1191954,2.023E+12,16848,2.02301E+12,20044,1,2,11664,0,2,60,6,1,100,0,0,7,71,1,10,1700,1,11
2023,202301,1192440,2.023E+12,10206,2.02301E+12,30044,1,4,11178,1,1,31,1,1,100,0,0,10,101,1,10,100000,1,11
2023,202301,1192440,2.023E+12,10206,2.02301E+12,30044,1,7,5670,1,1,34,1,7,700,4,423,6,63,1,10,50000,1,11
2023,202301,1192440,2.023E+12,10206,2.02301E+12,30044,1,8,10530,1,2,27,1,6,610,0,0,10,101,1,10,80000,1,11
2023,202301,1192602,2.023E+12,38394,2.02301E+12,10744,1,3,54270,1,1,43,1,1,100,0,0,6,63,1,10,30000,1,11
2023,202301,1192926,2.023E+12,29646,2.02301E+12,40044,1,1,29646,0,2,52,1,1,100,4,414,11,114,1,10,140000,1,11
2023,202301,1193088,2.023E+12,17334,2.02301E+12,20044,1,1,17496,0,1,45,4,1,100,0,0,11,114,1,10,77000,1,11
2023,202301,1193412,2.023E+12,37098,2.02301E+12,10744,1,1,37098,1,2,43,4,1,100,0,0,8,81,1,10,31200,1,11
2023,202301,1193412,2.023E+12,37098,2.02301E+12,10744,1,2,36774,0,1,19,6,8,826,0,0,7,71,1,10,13100,1,11
2023,202301,1193574,2.023E+12,7452,2.02301E+12,30044,1,1,7614,0,2,36,1,1,100,0,0,10,101,1,10,50000,1,11
2023,202301,1193574,2.023E+12,7452,2.02301E+12,30044,1,2,6804,0,1,35,1,1,100,0,0,6,63,1,10,70000,1,11
2023,202301,1193898,2.023E+12,16524,2.02301E+12,10544,1,1,16524,4,2,47,3,1,100,0,0,11,114,1,10,54000,1,11
2023,202301,1194060,2.023E+12,8262,2.02301E+12,40044,1,1,8262,0,2,55,4,1,100,0,0,8,81,1,10,32000,1,11
2023,202301,1194384,2.023E+12,11502,2.02301E+12,10644,1,1,11340,0,2,54,1,1,100,0,0,6,63,1,10,35200,1,11
2023,202301,1194384,2.023E+12,11502,2.02301E+12,10644,1,2,11826,0,1,55,1,1,100,0,0,2,26,1,10,0,1,11
2023,202301,1194384,2.023E+12,11502,2.02301E+12,10644,1,3,11016,0,2,28,6,1,100,0,0,10,101,1,10,62000,1,11
2023,202301,1194546,2.023E+12,12150,2.02301E+12,10744,1,1,12150,1,1,32,1,1,100,0,0,10,101,1,10,115000,1,11
2023,202301,1194546,2.023E+12,12150,2.02301E+12,10744,1,2,11340,1,2,30,1,1,100,0,0,11,114,1,12,88000,1,11
2023,202301,1194870,2.023E+12,25272,2.02301E+12,30044,1,1,25110,0,2,29,6,1,100,0,0,10,101,1,10,150000,1,11
2023,202301,1194870,2.023E+12,25272,2.02301E+12,30044,1,2,16362,0,1,27,6,1,100,0,0,10,101,1,10,70000,1,11
2023,202301,1195032,2.023E+12,23652,2.02301E+12,10744,1,2,18792,0,1,28,3,2,200,4,460,6,61,1,10,47000,1,11
2023,202301,1195194,2.023E+12,14094,2.02301E+12,20044,1,1,14094,0,2,65,6,1,100,0,0,10,101,1,10,49000,1,11
2023,202301,1196166,2.02301E+12,10206,2.02301E+12,190145,4,1,10206,0,1,21,6,1,100,0,0,6,63,1,14,28000,1,12
2023,202301,1196652,2.02301E+12,972,2.02301E+12,180045,4,1,972,0,2,51,6,1,100,0,0,6,63,1,10,3600,1,11
2023,202301,1196976,2.02301E+12,9882,2.02301E+12,10145,4,1,9882,0,1,19,6,1,100,0,0,6,63,1,10,1500,1,11
2023,202301,1197138,2.02301E+12,6480,2.02301E+12,30145,4,1,6480,0,1,21,6,1,100,0,0,7,71,1,10,1800,1,11
2023,202301,1197300,2.02301E+12,16686,2.02301E+12,140345,4,1,16686,0,2,20,2,8,801,3,300,7,71,1,14,31600,1,12
2023,202301,1197462,2.02301E+12,1134,2.02301E+12,120045,4,1,1134,0,1,59,6,2,200,0,0,6,64,1,10,15000,1,11
2023,202301,1197786,2.02301E+12,10530,2.02301E+12,180045,4,1,10530,0,1,18,6,2,200,0,0,6,65,1,12,7500,1,11
2023,202301,1198596,2.023E+12,10530,2.02301E+12,90145,1,1,10692,2,2,35,1,1,100,0,0,6,65,1,10,30000,1,11
2023,202301,1198758,2.023E+12,8262,2.02301E+12,80045,1,2,9072,1,2,60,1,1,100,0,0,6,63,1,10,33000,1,11
2023,202301,1198920,2.023E+12,10368,2.02301E+12,40245,1,1,10530,1,1,52,1,7,700,4,423,5,50,1,10,32000,1,11
2023,202301,1198920,2.023E+12,10368,2.02301E+12,40245,1,2,16686,1,2,47,1,7,700,4,414,6,64,1,10,39000,1,11
2023,202301,1198920,2.023E+12,10368,2.02301E+12,40245,1,3,12636,0,1,22,6,7,700,4,498,6,63,1,10,2000,1,11
2023,202301,1199082,2.023E+12,39852,2.02301E+12,40345,1,1,39852,2,2,36,1,1,100,0,0,11,114,1,10,82000,1,11
2023,202301,1199082,2.023E+12,39852,2.02301E+12,40345,1,2,28836,2,1,36,1,1,100,0,0,11,114,1,10,76000,2,20
2023,202301,1199244,2.023E+12,10368,2.02301E+12,210045,1,1,10368,3,2,41,1,1,100,0,0,11,114,1,10,33000,1,11
2023,202301,1199244,2.023E+12,10368,2.02301E+12,210045,1,2,17820,3,1,49,1,1,100,0,0,6,63,1,10,70000,2,20
2023,202301,1199406,2.023E+12,56700,2.02301E+12,30245,1,2,58482,0,1,21,6,8,826,4,413,2,26,1,10,27000,1,11
2023,202301,1199406,2.023E+12,56700,2.02301E+12,30245,1,3,23004,0,2,45,6,8,826,4,413,6,63,1,10,30000,1,11
2023,202301,1199568,2.023E+12,19602,2.02301E+12,120045,1,2,17658,1,2,59,1,1,100,0,0,11,114,1,10,30000,1,11
2023,202301,1200216,2.023E+12,1458,2.02301E+12,40345,1,1,1458,0,1,29,1,1,100,0,0,7,71,1,10,40000,1,11
2023,202301,1200216,2.023E+12,1458,2.02301E+12,40345,1,2,1296,0,2,27,1,1,100,0,0,11,116,1,10,65000,1,11
2023,202301,1200378,2.023E+12,4860,2.02301E+12,190145,1,1,5022,1,1,61,1,1,100,0,0,6,63,1,10,80000,2,20
2023,202301,1200540,2.023E+12,8586,2.02301E+12,120045,1,1,8586,2,2,29,1,1,100,0,0,10,101,1,10,50000,1,11
2023,202301,1200540,2.023E+12,8586,2.02301E+12,120045,1,2,11178,2,1,32,1,1,100,0,0,7,71,1,10,489000,1,11
2023,202301,1200702,2.023E+12,52326,2.02301E+12,170045,1,1,52326,0,1,24,6,8,845,2,200,6,63,1,14,40000,1,12
2023,202301,1201026,2.023E+12,6480,2.02301E+12,190145,1,1,6480,0,2,56,5,2,200,0,0,8,81,1,10,47400,1,11
2023,202301,1201188,2.023E+12,19116,2.02301E+12,30545,1,1,19116,2,1,44,1,1,100,0,0,10,101,1,10,280000,1,11
2023,202301,1201188,2.023E+12,19116,2.02301E+12,30545,1,2,17658,2,2,42,1,1,100,0,0,10,101,1,10,20000,1,11
2023,202301,1201350,2.023E+12,11988,2.02301E+12,130245,1,1,12150,0,2,26,6,1,100,0,0,10,101,1,10,40000,1,11
2023,202301,1201674,2.023E+12,14094,2.02301E+12,230145,1,1,13932,1,2,37,1,1,100,0,0,6,63,1,10,50000,1,11
2023,202301,1201674,2.023E+12,14094,2.02301E+12,230145,1,2,13284,1,1,41,1,1,100,0,0,10,101,1,10,72000,1,11
2023,202301,1201836,2.023E+12,3564,2.02301E+12,180045,1,1,3726,0,1,26,1,1,100,0,0,7,71,1,10,30000,2,20
2023,202301,1201836,2.023E+12,3564,2.02301E+12,180045,1,2,1944,0,2,24,1,1,100,0,0,8,81,1,10,23000,1,11
2023,202301,1201998,2.023E+12,19602,2.02301E+12,30245,1,1,19764,0,1,61,1,1,100,0,0,6,63,1,10,100000,2,20
2023,202301,1201998,2.023E+12,19602,2.02301E+12,30245,1,2,21708,0,2,65,1,2,200,0,0,7,71,1,10,100000,1,11
2023,202301,1202160,2.023E+12,8910,2.02301E+12,30545,1,2,11826,1,2,20,1,2,200,0,0,7,71,1,10,15000,1,11
2023,202301,1202160,2.023E+12,8910,2.02301E+12,30545,1,3,8262,1,1,46,1,2,200,0,0,6,63,1,10,30000,1,11
2023,202301,1202322,2.023E+12,4698,2.02301E+12,140245,1,1,4698,0,2,65,1,1,100,0,0,11,115,1,10,55000,1,11
2023,202301,1202322,2.023E+12,4698,2.02301E+12,140245,1,2,5508,0,1,65,1,1,100,0,0,11,115,1,10,276000,1,11
2023,202301,1202484,2.023E+12,15876,2.02301E+12,30545,1,1,15876,0,1,62,1,1,100,0,0,11,114,1,10,58000,1,11
2023,202301,1202808,2.023E+12,17172,2.02301E+12,250045,1,2,13284,0,1,25,6,1,100,0,0,5,50,1,10,33000,1,11
2023,202301,1202808,2.023E+12,17172,2.02301E+12,250045,1,3,13770,0,2,22,6,1,100,0,0,6,65,1,10,12000,1,11
2023,202301,1203132,2.023E+12,14256,2.02301E+12,220145,1,1,14094,0,2,60,6,1,100,0,0,10,101,1,10,54000,1,13
2023,202301,1203294,2.023E+12,14904,2.02301E+12,120045,1,1,15066,0,1,57,6,1,100,0,0,8,81,1,10,80000,1,11
2023,202301,1203456,2.023E+12,31752,2.02301E+12,120045,1,1,31590,3,1,29,1,1,100,1,100,6,63,1,10,13000,1,11
2023,202301,1203618,2.023E+12,8262,2.02301E+12,70045,1,1,8262,1,1,54,1,1,100,0,0,8,81,1,10,17000,1,11
2023,202301,1203618,2.023E+12,8262,2.02301E+12,70045,1,2,7938,1,2,53,1,1,100,0,0,6,64,1,10,20000,1,11
2023,202301,1203618,2.023E+12,8262,2.02301E+12,70045,1,3,8586,0,2,25,6,1,100,0,0,6,63,1,10,20000,1,11
2023,202301,1204104,2.023E+12,13770,2.02301E+12,130145,1,1,13770,1,2,31,4,1,100,0,0,7,71,1,10,45000,1,11
2023,202301,1204428,2.023E+12,80028,2.02301E+12,230145,1,2,56700,0,2,20,6,2,200,0,0,6,63,1,10,18300,1,11
2023,202301,1204590,2.023E+12,11178,2.02301E+12,30145,1,1,11178,0,2,61,1,1,100,0,0,10,101,1,10,0,1,11
2023,202301,1204752,2.023E+12,9396,2.02301E+12,30245,1,1,9396,0,1,50,6,1,100,0,0,10,101,1,10,900,1,11
2023,202301,1204914,2.023E+12,27054,2.02301E+12,80045,1,1,27054,0,2,40,6,1,100,0,0,6,63,1,10,52000,1,11
2023,202301,1205076,2.023E+12,11178,2.02301E+12,30445,1,2,12636,1,1,32,1,1,100,0,0,6,64,1,10,32000,1,13
2023,202301,1205400,2.023E+12,3888,2.02301E+12,170045,1,1,3888,0,2,32,1,1,100,0,0,7,71,1,10,35000,1,11
2023,202301,1205562,2.023E+12,33210,2.02301E+12,230245,1,1,33210,0,2,20,6,1,100,0,0,8,81,1,10,35000,1,11
2023,202301,1206534,2.023E+12,10044,2.02301E+12,100145,1,1,10044,0,1,36,4,1,100,0,0,6,63,1,10,50000,1,11
2023,202301,1206696,2.023E+12,15876,2.02301E+12,20145,1,1,15876,2,1,32,1,1,100,0,0,10,101,1,10,18000,2,20
2023,202301,1206858,2.023E+12,35154,2.02301E+12,120045,1,1,34992,0,1,51,2,2,200,0,0,11,114,1,10,235000,1,11
2023,202301,1207020,2.023E+12,6966,2.02301E+12,10145,1,1,6966,0,1,49,6,1,100,0,0,7,71,1,10,20000,1,11
2023,202301,1207344,2.023E+12,10368,2.02301E+12,170045,1,1,10206,1,2,34,1,1,100,0,0,6,65,1,10,32200,1,11
2023,202301,1207344,2.023E+12,10368,2.02301E+12,170045,1,2,14418,1,1,39,1,1,100,0,0,6,65,1,10,64000,1,11
2023,202301,1207506,2.023E+12,11016,2.02301E+12,90145,1,1,11178,0,1,53,1,1,100,0,0,11,115,1,10,104000,1,11
2023,202301,1207506,2.023E+12,11016,2.02301E+12,90145,1,2,9396,0,2,54,1,1,100,0,0,7,71,1,10,30000,1,11
2023,202301,1207668,2.023E+12,3078,2.02301E+12,130145,1,1,3078,2,1,32,1,1,100,0,0,6,65,1,10,35000,1,11
2023,202301,1207668,2.023E+12,3078,2.02301E+12,130145,1,2,3078,2,2,41,1,1,100,0,0,10,101,1,10,3000,1,11
2023,202301,1207992,2.023E+12,8100,2.02301E+12,30445,1,1,8100,0,2,37,6,1,100,0,0,10,101,1,10,37000,1,11
2023,202301,1208478,2.023E+12,8100,2.02301E+12,20145,1,1,8100,0,2,37,1,1,100,0,0,10,101,1,10,0,1,11
2023,202301,1208478,2.023E+12,8100,2.02301E+12,20145,1,2,5994,0,1,46,1,1,100,0,0,10,101,1,10,35000,1,11
2023,202301,1208640,2.023E+12,8262,2.02301E+12,60245,1,1,8262,0,1,28,6,1,100,0,0,10,101,1,10,83000,1,11
2023,202301,1208640,2.023E+12,8262,2.02301E+12,60245,1,2,10530,0,2,26,6,1,100,0,0,10,101,1,10,46000,1,11
2023,202301,1209288,2.023E+12,4698,2.02301E+12,10145,1,2,4536,0,2,51,6,1,100,0,0,7,71,1,10,29000,1,11
2023,202301,1209612,2.023E+12,24300,2.02301E+12,80045,1,1,24138,0,1,57,1,1,100,0,0,7,71,1,10,84000,1,11
2023,202301,1209612,2.023E+12,24300,2.02301E+12,80045,1,2,25596,0,2,53,1,1,100,0,0,7,71,1,10,17000,1,11
2023,202301,1209774,2.023E+12,11340,2.02301E+12,160045,1,1,11178,1,2,49,1,2,200,0,0,6,65,1,10,47000,1,11
2023,202301,1209774,2.023E+12,11340,2.02301E+12,160045,1,2,8748,1,1,54,1,2,200,0,0,6,65,1,10,42000,1,11
2023,202301,1209774,2.023E+12,11340,2.02301E+12,160045,1,3,14904,0,1,30,6,2,200,0,0,8,81,1,10,37000,1,11
2023,202301,1209936,2.023E+12,9558,2.02301E+12,230245,1,1,9720,0,2,35,4,1,100,0,0,10,101,1,10,68000,1,11
2023,202301,1209936,2.023E+12,9558,2.02301E+12,230245,1,2,8262,0,2,45,4,1,100,0,0,6,63,1,10,42000,1,11
2023,202301,1210098,2.023E+12,8424,2.02301E+12,90145,1,1,8424,0,2,62,4,2,200,0,0,6,63,1,10,20000,1,11
2023,202301,1210260,2.023E+12,19440,2.02301E+12,140245,1,1,19278,0,1,65,4,1,100,0,0,8,81,1,10,0,1,11
2023,202301,1210422,2.023E+12,18144,2.02301E+12,30245,1,1,18144,0,2,62,4,1,100,0,0,7,71,1,10,60000,1,11
2023,202301,1210584,2.023E+12,7290,2.02301E+12,210045,1,1,7290,0,2,63,3,2,200,0,0,8,81,1,10,25000,1,11
2023,202301,1210746,2.023E+12,16848,2.02301E+12,30445,1,1,16848,0,1,23,6,8,812,0,0,10,101,1,10,52000,1,11
2023,202301,1210746,2.023E+12,16848,2.02301E+12,30445,1,2,13608,0,2,24,6,1,100,0,0,10,101,1,10,47000,1,11
2023,202301,1210908,2.023E+12,8100,2.02301E+12,90145,1,2,8100,0,1,55,4,6,663,0,0,6,64,1,10,0,1,11
2023,202301,1211070,2.023E+12,24462,2.02301E+12,10145,1,1,24462,1,2,31,4,1,100,0,0,6,65,1,10,29700,1,11
2023,202301,1211232,2.023E+12,15390,2.02301E+12,230345,1,1,15228,0,1,50,6,1,100,0,0,11,115,1,10,489000,2,20
2023,202301,1211394,2.023E+12,11178,2.02301E+12,30445,1,2,8262,0,2,59,1,2,200,0,0,10,101,1,10,125000,1,11
2023,202301,1211556,2.023E+12,9720,2.02301E+12,40345,1,1,9720,1,1,54,1,1,100,0,0,10,101,1,10,177000,1,11
2023,202301,1211556,2.023E+12,9720,2.02301E+12,40345,1,2,7938,1,2,49,1,1,100,0,0,10,101,1,10,17100,1,11
2023,202301,1211880,2.023E+12,10206,2.02301E+12,90145,1,2,10692,1,1,38,2,1,100,0,0,10,101,1,10,38000,1,11
2023,202301,1212042,2.023E+12,10530,2.02301E+12,90145,1,1,10530,0,1,29,4,8,826,4,423,7,71,1,10,50000,1,11
2023,202301,1212042,2.023E+12,10530,2.02301E+12,90145,1,2,8424,1,1,21,6,8,826,4,423,6,63,1,10,27000,1,11
2023,202301,1212042,2.023E+12,10530,2.02301E+12,90145,1,4,15714,0,2,24,6,8,801,0,0,7,71,1,10,9000,1,11
2023,202301,1212204,2.023E+12,7290,2.02301E+12,140245,1,1,7290,2,2,40,1,8,815,0,0,11,116,1,10,30000,1,11
2023,202301,1212204,2.023E+12,7290,2.02301E+12,140245,1,2,4536,2,1,43,1,1,100,0,0,11,116,1,14,137000,1,12
2023,202301,1212366,2.023E+12,9720,2.02301E+12,40145,1,1,9720,1,2,49,3,6,660,0,0,6,63,1,10,9100,1,11
2023,202301,1212690,2.023E+12,9234,2.02301E+12,130145,1,1,9234,0,1,56,1,1,100,0,0,10,101,1,10,85000,1,11
2023,202301,1212690,2.023E+12,9234,2.02301E+12,130145,1,2,8262,0,2,51,1,1,100,0,0,11,114,1,10,227000,1,11
2023,202301,1213014,2.023E+12,10368,2.02301E+12,130145,1,1,10368,0,2,57,1,1,100,0,0,10,101,1,10,68000,1,11
2023,202301,1213014,2.023E+12,10368,2.02301E+12,130145,1,2,7938,0,1,52,1,1,100,0,0,8,81,1,10,96000,1,11
2023,202301,1213500,2.023E+12,9396,2.02301E+12,220145,1,2,6966,4,1,42,1,1,100,0,0,6,64,1,14,70000,1,12
2023,202301,1213824,2.023E+12,7452,2.02301E+12,70045,1,1,7452,0,2,60,5,1,100,0,0,6,63,1,10,55000,1,11
2023,202301,1213986,2.023E+12,9396,2.02301E+12,80045,1,1,9396,0,2,63,4,1,100,0,0,6,63,1,10,6500,1,11
2023,202301,1213986,2.023E+12,9396,2.02301E+12,80045,1,2,5832,0,2,55,4,1,100,0,0,6,63,1,10,17700,1,11
2023,202301,1214148,2.023E+12,16848,2.02301E+12,140245,1,1,16848,0,2,60,6,2,200,0,0,10,101,1,10,45000,1,11
2023,202301,1214148,2.023E+12,16848,2.02301E+12,140245,1,2,17982,0,1,60,6,2,200,0,0,6,63,1,10,26000,1,11
2023,202301,1214310,2.023E+12,14904,2.02301E+12,10145,1,2,17010,0,1,54,1,7,700,3,300,11,114,1,10,0,1,11
2023,202301,1214634,2.023E+12,8424,2.02301E+12,210045,1,1,8586,0,1,24,1,1,100,0,0,6,63,1,10,25000,1,11
2023,202301,1214634,2.023E+12,8424,2.02301E+12,210045,1,2,8748,0,2,28,1,1,100,0,0,6,63,1,10,21600,1,11
2023,202301,1214796,2.023E+12,17172,2.02301E+12,230345,1,1,17172,1,2,31,1,1,100,0,0,7,71,1,10,106000,1,11
2023,202301,1214796,2.023E+12,17172,2.02301E+12,230345,1,2,12636,1,1,28,1,1,100,0,0,6,63,1,10,75000,1,11
2023,202301,1215444,2.023E+12,29808,2.02301E+12,110045,1,1,29808,5,2,32,1,2,200,0,0,6,65,1,10,15000,1,11
2023,202301,1215444,2.023E+12,29808,2.02301E+12,110045,1,2,18468,5,1,32,1,2,200,0,0,6,63,1,10,23000,1,11
2023,202301,1215930,2.023E+12,46170,2.02301E+12,160045,1,2,35964,1,1,32,1,1,100,0,0,7,71,1,10,28000,1,11
2023,202301,1216254,2.023E+12,21708,2.02301E+12,110045,1,1,21708,0,1,61,6,1,100,1,100,2,22,1,10,105000,1,11
2023,202301,1216416,2.023E+12,19602,2.02301E+12,140245,1,1,19602,0,2,35,6,2,200,0,0,11,114,1,10,92000,1,11
2023,202301,1216578,2.023E+12,29160,2.02301E+12,40245,1,1,28998,1,1,31,1,6,600,0,0,6,63,1,10,90000,1,11
2023,202301,1216902,2.023E+12,5670,2.02301E+12,40145,1,1,5670,0,1,35,6,1,100,0,0,6,63,1,10,80000,1,11
2023,202301,1217064,2.023E+12,21870,2.02301E+12,70045,1,1,22032,0,2,58,6,1,100,0,0,11,114,1,10,46000,1,11
2023,202301,1217226,2.023E+12,10692,2.02301E+12,40145,1,1,10692,1,2,44,1,1,100,0,0,11,114,1,10,55000,1,11
2023,202301,1217226,2.023E+12,10692,2.02301E+12,40145,1,2,8586,1,1,48,1,1,100,0,0,7,71,1,10,80000,1,11
2023,202301,1217712,2.023E+12,12960,2.02301E+12,250045,1,1,12960,0,1,50,6,2,200,0,0,7,71,1,10,23000,1,11
2023,202301,1217874,2.023E+12,51678,2.02301E+12,270245,1,1,51678,2,1,41,1,1,100,0,0,3,30,1,10,45000,1,11
2023,202301,1217874,2.023E+12,51678,2.02301E+12,270245,1,2,56376,2,2,36,1,1,100,0,0,10,101,1,10,90000,1,11
2023,202301,1218036,2.023E+12,1458,2.02301E+12,180045,1,1,1458,1,1,59,4,2,200,0,0,8,81,1,10,63000,1,11
2023,202301,1218360,2.023E+12,5508,2.02301E+12,160045,1,1,5508,3,2,39,4,1,100,0,0,8,81,1,10,46900,1,11
2023,202301,1218684,2.023E+12,2106,2.02301E+12,240045,1,2,8910,0,1,48,6,2,200,0,0,6,63,1,10,32000,1,11
2023,202301,1218846,2.023E+12,20574,2.02301E+12,30545,1,1,20574,0,1,58,1,7,700,4,423,11,115,1,10,47800,1,11
2023,202301,1219008,2.023E+12,15066,2.02301E+12,120045,1,1,15066,0,1,59,3,1,100,0,0,10,101,1,10,44000,1,11
2023,202301,1219170,2.023E+12,2430,2.02301E+12,180045,1,1,2430,3,2,44,1,6,640,0,0,6,63,1,10,32000,1,11
2023,202301,1219332,2.023E+12,18630,2.02301E+12,50145,1,1,18792,0,2,49,1,1,100,0,0,7,71,1,10,10000,1,11
2023,202301,1219332,2.023E+12,18630,2.02301E+12,50145,1,2,15876,0,1,48,1,1,100,0,0,8,81,1,10,54000,1,11
2023,202301,1219656,2.023E+12,17820,2.02301E+12,230245,1,2,18468,2,2,53,1,1,100,0,0,8,81,1,10,65000,1,11
2023,202301,1219656,2.023E+12,17820,2.02301E+12,230245,1,3,14580,0,1,23,6,1,100,0,0,8,81,1,10,45000,1,11
2023,202301,1219980,2.023E+12,28350,2.02301E+12,200145,1,1,28350,0,1,47,1,1,100,0,0,7,71,1,10,75000,1,11
2023,202301,1219980,2.023E+12,28350,2.02301E+12,200145,1,2,32076,0,2,50,1,8,826,2,200,10,101,1,10,25000,1,11
2023,202301,1220466,2.023E+12,3888,2.02301E+12,80045,1,1,3888,0,1,57,6,1,100,0,0,10,101,1,10,30000,1,11
2023,202301,1220628,2.023E+12,32076,2.02301E+12,140345,1,1,32076,1,1,50,1,1,100,0,0,11,116,1,10,0,1,11
2023,202301,1220628,2.023E+12,32076,2.02301E+12,140345,1,2,42606,1,2,50,1,1,100,0,0,10,101,1,10,0,1,11
2023,202301,1220628,2.023E+12,32076,2.02301E+12,140345,1,3,30780,0,2,18,6,1,100,0,0,5,50,1,10,0,1,11
2023,202301,1220952,2.023E+12,40338,2.02301E+12,180045,1,1,40338,2,2,30,1,1,100,0,0,7,71,1,10,9000,1,11
2023,202301,1220952,2.023E+12,40338,2.02301E+12,180045,1,2,30942,2,1,34,1,1,100,0,0,7,71,1,10,24000,2,20
2023,202301,1221114,2.023E+12,12798,2.02301E+12,230245,1,1,12960,0,1,26,6,1,100,0,0,6,63,1,14,36500,1,12
